tag,content,level
para,We will only use and share your information where it is necessary for us to carry out our lawful business activities. Your information may be shared with and processed by other NatWest group companies. We want to ensure that you fully understand how your information may be used. We have described the purposes for which your information may be used in detail in a table below:,0
header,A Contractual necessity,1
para,"We may process your information where it is necessary to enter into a contract with you for the provision of our products or services or to perform our obligations under that contract. Please note that if you do not agree to provide us with the requested information, it may not be possible for us to continue to operate your account and/or provide products and services to you. This may include processing to:",2
list_item,a) assess and process applications for products or services;,2
list_item,"b) provide and administer those products and services throughout your relationship with the bank, including opening, setting up or closing your accounts or products; collecting and issuing all necessary documentation; executing your instructions; processing transactions, including transferring money between accounts; making payments to third parties; resolving any queries or discrepancies and administering any changes. Calls to our service centre and communications to our mobile and online helplines may be recorded and monitored for these purposes.",2
list_item,"c) manage and maintain our relationships with you and for ongoing customer service. This may involve sharing your information with other NatWest group companies to improve the availability of our services, for example enabling customers to visit branches of other NatWest group companies;",2
list_item,"d) administer any credit facilities or debts, including agreeing repayment options; and",2
list_item,e) communicate with you about your account(s) or the products and services you receive from us.,2
header,B Legal obligation,1
para,"When you apply for a product or service (and throughout your relationship with us), we are required by law to collect and process certain personal information about you. Please note that if you do not agree to provide us with the requested information, it may not be possible for us to continue to operate your account and/or provide products and services to you. This may include processing to:",2
list_item,"f) confirm your identity, including using biometric information and voice-recognition technology and other identification procedures, for example fingerprint verification;",2
list_item,"g) perform checks and monitor transactions and location data for the purpose of preventing and detecting crime and to comply with laws relating to money laundering, fraud, terrorist financing, bribery and corruption, and international sanctions. This may require us to process information about criminal convictions and offences, to investigate and gather intelligence on suspected financial crimes, fraud and threats and to share data with law enforcement and regulatory bodies;",2
list_item,"h) assess affordability and suitability of credit for initial credit applications and throughout the duration of the relationship, including analysing customer credit data for regulatory reporting;",2
list_item,i) share data with other banks and third parties to help recover funds that have entered your account as a result of a misdirected payment by such a third party;,2
list_item,"j) share data with police, law enforcement, tax authorities or other government and fraud prevention agencies where we have a legal obligation, including reporting suspicious activity and complying with production and court orders;",2
list_item,k) deliver mandatory communications to customers or communicating updates to product and service terms and conditions;,2
list_item,l) investigate and resolve complaints;,2
list_item,m) conduct investigations into breaches of conduct and corporate policies by our employees;,2
list_item,"n) manage contentious regulatory matters, investigations and litigation;",2
list_item,"o) perform assessments and analyse customer data for the purposes of managing, improving and fixing data quality;",2
list_item,"p) provide assurance that the bank has effective processes to identify, manage, monitor and report the risks it is or might be exposed to;",2
list_item,q) investigate and report on incidents or emergencies on the bank’s properties and premises;,2
list_item,"r) coordinate responses to business-disrupting incidents and to ensure facilities, systems and people are available to continue providing services; and",2
list_item,s) monitor dealings to prevent market abuse.,2
header,C Legitimate interests of the bank,1
para,We may process your information where it is in our legitimate interests do so as an organisation and without prejudicing your interests or fundamental rights and freedoms.,2
list_item,"a) We may process your information in the day-to-day running of our business, to manage our business and financial affairs and to protect our customers, employees and property. It is in our interests to ensure that our processes and systems operate effectively and that we can continue operating as a business. This may include processing your information to:",2
list_item,"(i) monitor, maintain and improve internal business processes, information and data, technology and communications solutions and services (for example confirmation of payee);",3
list_item,(ii) ensure business continuity and disaster recovery and responding to information technology and business incidents and emergencies;,3
list_item,"(iii) ensure network and information security, including monitoring authorised users’ access to our information technology for the purpose of preventing cyber-attacks, unauthorised use of our telecommunications systems and websites, prevention or detection of crime and protection of your personal data;",3
list_item,(iv) provide assurance on the bank’s material risks and reporting to internal management and supervisory authorities on whether the bank is managing them effectively;,3
list_item,"(v) perform general, financial and regulatory accounting and reporting;",3
list_item,(vi) protect our legal rights and interests;,3
list_item,"(vii) manage and monitor our properties and branches (for example through CCTV) for the purpose of crime prevention and prosecution of offenders, for identifying accidents and incidents and emergency situations and for internal training; and",3
list_item,"(viii) enable a sale, reorganisation, transfer or other transaction relating to our business.",3
list_item,b) It is in our interest as a business to ensure that we provide you with the most appropriate products and services and that we continually develop and improve as an organisation. This may require processing your information to enable us to:,2
list_item,(i) identify new business opportunities and to develop enquiries and leads into applications or proposals for new business and to develop our relationship with you;,4
list_item,"(ii) send you relevant marketing information (including details of other products or services provided by us or other NatWest group companies which we believe may be of interest to you). We may show or send you marketing material online (on our own and other websites including social media platforms), in our app, or by email, sms or post;",4
list_item,"(iii) understand our customers’ actions, behaviour, preferences, expectations, feedback and financial history in order to improve our products and services, develop new products and services, and to improve the relevance of offers of products and services by NatWest group companies;",4
list_item,(iv) monitor the performance and effectiveness of products and services;,4
list_item,"(v) assess the quality of our customer services and to provide staff training. Calls to our service centres, video calls and communications to our mobile and online helplines may be recorded and monitored for these purposes;",4
list_item,(vi) perform analysis on customer complaints for the purposes of preventing errors and process failures and rectifying negative impacts on customers;,4
list_item,"(vii) compensate customers for loss, inconvenience or distress as a result of services, process or regulatory failures;",4
list_item,(viii) identify our customers’ use of third-party products and services in order to facilitate the uses of customer information detailed above; and,4
list_item,"(ix) combine your information with third-party data, such as economic data in order to understand customers’ needs better and improve our services.",4
para,"We may perform data analysis, data matching and profiling to support decision-making with regards to the activities mentioned above. It may also involve sharing information with third parties who provide a service to us.",2
list_item,c) It is in our interest as a business to manage our risk and to determine what products and services we can offer and the terms of those products and services. It is also in our interest to protect our business by preventing financial crime. This may include processing your information to:,2
list_item,"(i) carry out financial, credit and insurance risk assessments;",4
list_item,(ii) manage and take decisions about your accounts;,4
list_item,"(iii) carry out checks (in addition to statutory requirements) on customers and potential customers, business partners and associated persons, including performing adverse media checks, screening against external databases and sanctions lists and establishing connections to politically exposed persons;",4
list_item,"(iv) share data with credit reference, fraud prevention agencies and law enforcement agencies;",4
list_item,(v) trace debtors and recovering outstanding debt;,4
list_item,(vi) for risk reporting and risk management.,4
para,Application decisions may be taken based on solely automated checks of information from credit reference agencies and internal NatWest records. For more information on how we access and use information from credit reference and fraud prevention agencies see Section 11 – Credit reference and fraud prevention agencies in this document.,2
header,NWPL JULY 2020,3
