tag,content,level
para,"a partnership within the Partnership Act 1890; or a limited partnership registered under the Limited Partnerships Act 1907; US Non-Solicit Regulations means any law or regulation pursuant to which Barclays is prohibited from compensating or engaging a third party to solicit a US Government Entity on Barclays behalf, including: Rules G-37 and G-38 of the Municipal Securities Rulemaking Board, Securities and Exchange Commission, Rule 206(4)-5 under the Advisers Act of 1940, as amended; and rule 23.451 of the Commodity Futures Trading Commission (and related provisions under the Dodd-Frank Act of 2010). Any undeﬁned term used in clause 20 that is deﬁned in a US Non-Solicit Regulation has the meaning ascribed to it therein.",4
para,References in this Agreement to “advising on Regulated Mortgage Contracts” or “arranging Regulated Mortgage Contracts” are references to the Regulated Activities set out in Articles 53A and 25A respectively of the Financial Services and Markets Act 2000 (Regulated Activities) Order 2001 and similar expressions shall be construed accordingly.,4
list_item,"• References in this Agreement to Barclays and any other entity shall, where relevant, be deemed to be references to or to include, as appropriate, their respective lawful successors, assignees or transferees.",5
list_item,"• References to any enactment shall be deemed to include references to such enactment as re-enacted, amended or extended or any subordinate legislation made from time to time under it. For the avoidance of doubt any reference to the FCA Handbook shall be deemed to include references to the FCA Handbook as amended or extended from time to time.",6
list_item,"• References to any “person” shall include any individual, company, corporation, ﬁrm, partnership, joint venture, association, organisation, institution, trust or agency, whether or not having a separate legal personality. References to the one gender include all genders and references to the singular shall include the plural and vice versa.",6
list_item,• A reference to “writing” or “written” includes any method of reproducing words in a legible form.,6
list_item,"• The words “include” and “including” shall be construed as being by way of illustration or emphasis only and shall not be construed as, nor shall they take effect as, limiting the generality of any foregoing words.",6
header,1. Supply of Services,2
list_item,1.1 You shall submit Applications to Barclays and provide the Services on the terms set out in this Agreement. You agree to provide the Services to Us:,3
list_item,(a) in accordance with Applicable Regulations and the Lending Criteria;,3
list_item,(b) in accordance with instructions provided by Barclays from time to time;,3
list_item,"(c) using all reasonable skill, care and efﬁciency of a diligent provider of services of a similar nature and in accordance with Good Industry Practice;",3
list_item,(d) to a standard and in a manner which is at least as favourable as are carried out for mortgage advances to be originated by other lenders; and,3
list_item,"(e) using appropriately skilled, competent, efﬁcient, experienced and sufﬁcient numbers of Staff.",3
list_item,"1.2 You will take all appropriate steps to ensure Staff and third parties contracted by You to provide Services in relation to this Agreement are adequately vetted in accordance with Good Industry Practice, including undertaking, as a minimum, background checks and verifying qualiﬁcations. You shall not assign any Staff to any obligations, work or services relating to this Agreement without Barclays prior written consent if You have not complied with such vetting process or if information which arises out of the vetting process or which is otherwise known by You in relation to an individual is such that a service provider exercising Good Industry Practice would not assign such individual to perform any services or any other obligation under this Agreement.",3
list_item,"1.3 You will use such standard documentation as instructed by Barclays or as set out in the Lending Criteria, at https://intermediaries.uk.barclays/home/ (or such other website notiﬁed by Barclays to You from time to time) or on any Barclays application submission software for the purposes of providing the Services. No other forms may be used by You, other than as agreed in writing between the Parties from time to time.",3
list_item,1.4 Barclays will use reasonable endeavours to give reasonable notice to You of any change in the Lending Criteria (including the lending criteria).,3
list_item,1.5 You acknowledge that You are not the exclusive supplier of any services similar to the Services to Barclays.,3
list_item,"1.6 Barclays may, in its absolute discretion and for any reason, refuse to accept any Application.",3
header,2. Knowing Your Customer (KYC) Checks,2
list_item,"2.1 Before submitting the Application to Barclays, You will verify the Applicant’s identity in accordance with a standard which is at least as high as that required under both (a) Applicable Regulations and (b) the Barclays veriﬁcation standards (available at https://intermediaries.uk.barclays/home/lending-criteria/ and as amended from time to time), ensure that the Application has been fully and properly completed and take all reasonable steps to ensure that the information it contains is in every material respect accurate, correct and not misleading.",3
list_item,"2.2 You will not withhold any information or documentation that may be material to an Application, and where there is any doubt about whether or not any information or documentation is material for the purposes of this clause 2.2, it must be treated as material.",3
list_item,"2.3 All documentation, as required by Barclays and notiﬁed to You from time to time, must be obtained by You and sent to Barclays with any Application.",3
header,3. Applications,2
header,"In relation to each Application, You shall:",3
list_item,(a) ensure that the Applicant meets Our Lending Criteria;,4
list_item,"(b) where the Application relates to a Regulated Mortgage Contract, provide the Applicant with all documentation required by, and in accordance with, MCOB;",4
list_item,"(c) where the Application relates to a Mortgage Advance that is not a Regulated Mortgage Contract, provide the Applicant with all documentation required by, and in accordance with, Barclays instructions and any other Applicable Regulations;",4
list_item,"(d) ensure that the Applicant is not You or Your Spouse/Civil Partner, an owner, agent or principal of You;",4
list_item,(e) not pass to any Applicant any information intended for Your use alone;,4
list_item,(f) only submit Applications on the current version of the application Submission Process. You will ensure full and accurate completion of the Submission Process;,4
list_item,(g) ensure that the Applicant’s status as an existing or new customer is accurately recorded in the Application;,4
list_item,"(h) only submit Applications on the Current Forms. You shall ensure full and accurate completion of the Current Forms, including but not limited to the submission of signed declarations and valid credit card details;",4
list_item,"(i) provide Barclays, or such other person as Barclays directs, with all supporting documentation as set out in the Lending Criteria applicable to the Mortgage Advance the Applicant is applying for;",4
list_item,"(j) take all reasonable steps to ensure that the information provided in and with the Application is full, accurate and complete, by the time that You submit the Application to Barclays for underwriting. It is Barclays responsibility to decide whether the Application is complete for its purposes and whether to issue a Mortgage Offer and, if so, on what terms.",4
header,4. Authorisation Requirements,2
list_item,"4.1 You warrant that You have obtained, and will maintain throughout the term of this Agreement, all necessary Permissions which are required for You to perform the Services and lawfully fulﬁl Your obligations under or in connection with this Agreement and carry out all activities required in the processing of Applications and in dealings with Applicants, including permissions required from the FCA and in accordance with the FSMA.",3
list_item,4.2 You will not carry on any activities for which You do not have the requisite Permissions.,3
list_item,"4.3 If Barclays is concerned about the quality of business being submitted by You or Your activities in connection with the introduction of Applicants, You shall provide all reasonable co-operation (unless prevented by law or any Applicable Regulation) to investigate any concerns raised.",3
list_item,"4.4 You shall advise Barclays as soon as practicable and with reasonable advance notice (at least one month for a change of name) of any expected changes in trading style, company name, trading/registered address, or anything that may adversely impact delivery of the Services to Barclays and provide Barclays with any relevant supporting documentation.",3
list_item,"4.5 You shall notify Barclays of any other change to, notices received in respect of, or any other events or circumstances that could have a material adverse effect on, any of Your Permissions or Your ability to perform Your obligations under this Agreement.",3
list_item,4.6 Barclays may terminate this Agreement if You fail to comply with any of the requirements stated in this clause 4.,3
header,5. Compliance Requirements,2
list_item,"5.1 You shall, and shall ensure that Your Staff shall, comply with the terms of this Agreement and all Applicable Regulations.",3
header,5.2 You shall:,3
list_item,"(a) maintain appropriate documented policies and procedures (including but not limited to procedures and policies in respect of treatment of customers, remuneration and record keeping) for all Your business operations in compliance with Applicable Regulations;",4
list_item,(b) ensure that You and Your Staff meet all the training and competence standards set out or referred to in the Training and Competence Manual set out in the FCA Handbook;,4
list_item,"(c) ensure that You and Your Staff have full power and authority to act in accordance with and, where applicable, indicate Your acceptance of, this Agreement (and You shall, on Barclays’ request, provide evidence of the signing authority of You or Your Staff to bind You in Your acceptance of this Agreement);",4
list_item,(d) provide such training as may be reasonably necessary for each member of Your Staff to ensure compliance with Applicable Regulations and with this Agreement;,4
list_item,(e) obtain any consents that may be required from the Applicants in order to perform Your obligations pursuant to this Agreement and ensure that adequate Applicant consents have been collected before carrying out credit searches;,4
list_item,(f) act in the best interests of the Applicant and ensure that Your choice of lender is unbiased and based on the information provided;,4
list_item,(g) comply with all relevant provisions of the Applicable Anti-Bribery Law and shall assist Barclays in meeting its obligations under the Applicable Anti-Bribery Law where appropriate; and,4
list_item,"(h) where applicable, make full disclosure in writing and orally to Applicants of the fact and amount of all monies You receive, or will receive, in respect of the Application.",4
list_item,5.3 You shall provide to Barclays on request such management information as may be reasonably requested by Barclays from time to time in the format reasonably speciﬁed by Barclays from time to time.,3
list_item,5.4 You shall not:,3
list_item,"(a) give, solicit or accept an inducement or direct or refer any actual or potential Applicant to Barclays if it is likely to conﬂict to a material extent with any duty that You owe to the Applicant under the Applicable Regulations; or",3
list_item,(b) seek to exclude or restrict any duty or liability or obligation owed under the Applicable Regulations.,3
list_item,5.5 Barclays may refuse to do anything that it is otherwise required to do under this Agreement if to do so would be against any Applicable Regulations. In certain circumstances Applicable Regulations may prevent Barclays from telling You why Barclays cannot act.,3
header,6. Complaints Procedure,2
list_item,"6.1 Subject to the requirements under Applicable Regulations in relation to the handling of complaints, if You receive a complaint:",3
list_item,"(a) relating to the services of Barclays or obligations and duties under this Agreement, You shall notify the relevant complainant that You are not responsible for handling such complaints, direct the complainant to Barclays and provide appropriate contact details to the complainant (as provided by Barclays from time to time); or",3
list_item,"(b) directed at and/or relating to Barclays and/or You (in the case of You relating to the subject matter of this Agreement), You shall:",3
list_item,(i) notify Barclays promptly that a complaint has been received;,5
list_item,(ii) provide Barclays with such information as it reasonably requires in relation to the complaint; and,5
list_item,"(iii) subject to the requirements of any Regulator, not settle, compromise or admit any liability in relation to the complaint without Barclays written consent (not to be unreasonably withheld or delayed).",5
list_item,"6.2 Without prejudice to clause 6.1, each Party undertakes to the other that when it receives a complaint from an Applicant in relation to the subject matter of this Agreement it will provide reasonable assistance to the other Party in order to enable the other Party to investigate the complaint. The Parties will each for their own part ensure that all such complaints are handled in accordance within the requirements set out by Applicable Regulations.",3
header,6.3 You must:,3
list_item,(a) have a documented internal complaints procedure which complies with Applicable Regulations and make a copy of the policy available to Barclays on request; and,4
list_item,"(b) maintain, and have available for inspection, a complaints log detailing complaints made in respect of activities directly or indirectly undertaken in relation to this Agreement, and on request, provide details to Barclays of complaints (including the number, content and status of complaints) received in relation to Services provided under this Agreement.",4
list_item,6.4 You must immediately notify Barclays of any complaints relating to fraud or improper conduct by You.,3
list_item,6.5 Barclays may determine procedures for dealing with such complaints and potential complaints which may include:,3
list_item,"(a) obligations for You to submit to investigation by, and provide information to, Barclays and such other persons as Barclays may direct;",3
list_item,"(b) obligations for You promptly to make any payments to Applicants or Borrowers, or to submit to any other sanctions, that Barclays may reasonably require; and",3
list_item,(c) restrictions on contact between You and with the person making the complaint.,3
list_item,"6.6 Where any Regulator brings any action or investigation in relation to Your activities or where disciplinary or complaints procedures are applied in relation to clause 6.4, Barclays may:",3
list_item,(a) withhold or delay any payments otherwise due to You until You have implemented or discharged any sanctions resulting from those procedures; and/or,3
list_item,(b) either indeﬁnitely or temporarily limit the activities that You may carry on.,3
list_item,"6.7 You will comply with any instruction that Barclays may give concerning investigations which may be carried out by any Regulator, or with any instruction which may result from the exercise of intervention powers by any Regulator, in relation to Services provided under this Agreement.",3
list_item,6.8 Barclays may disclose Your identiﬁed non-compliance with the Applicable Regulations to other lenders.,3
header,7. Fees,2
list_item,"7.1 If You process an Application that proceeds to Completion, Barclays will pay Fees to Your network, principal or ﬁrm (Introducer) or, if You are a member of a Club, Your Club as notiﬁed to Your Introducer or Club by Barclays in writing (which shall be VAT-inclusive unless otherwise stated) at the times and in the manner speciﬁed in this clause 7. For the avoidance of doubt, Fees payable under this agreement may be paid directly to Your Introducer or Club for onward disbursement to You. The onward payment of these Fees will be subject to the terms and conditions of any agreement You have with Your Introducer or Club.",3
list_item,"7.2 Barclays may at its discretion on at least ﬁve (5) Business Days’ advance written notice amend the fee structure used to calculate Fees payable to Your Introducer or Your Club under this Agreement and shall notify Your Introducer or Club (as applicable) as to the impact of the change on any Applications which are in process at that time. Unless notiﬁed otherwise by Barclays, the updated fee structure shall apply to any Applications which are submitted on or after the date of the change in fee structure takes effect.",3
list_item,7.3 Neither You nor (where applicable) Your Introducer or Club will be entitled to any such Fee or reimbursement of any other Fee paid in respect of the Application should it not proceed to Completion.,3
list_item,7.4 Barclays is not responsible for any fees or fee arrangements between (where applicable) You and Your Introducer or Club.,3
header,7.5 Clause 7,3
para,6 shall apply where as the direct or indirect result of an Applicant making a payment to any person You knowingly receive a beneﬁt that is not expressly set by this Agreement.,4
list_item,7.6 You will take all reasonable steps to ensure that any payment made (whether at Completion or before or after Completion) by any Applicant to any person in connection with this Agreement is (in view of the services provided by that person to the Applicant which are the subject of the payment):,3
list_item,(a) of a reasonable amount and not excessive;,3
list_item,(b) in any event not substantially greater than the typical amount of any comparable payments made at the time to reputable organisations providing similar services (You will judge what is such a typical amount on the basis of any information provided by Barclays and any other information it holds or is able to obtain through reasonable research); and,3
list_item,"(c) in compliance with Applicable Regulations, in particular MCOB Chapter 12.",3
list_item,"7.7 In the event that You cannot ensure that the payment satisﬁes sub clauses 7.6(a) to 7.6(b), You will immediately provide Barclays with details of this fact and provide any co-operation that Barclays may reasonably require with a view to remedying the matter.",3
list_item,7.8 Barclays may from time to time require You to provide Barclays with full information about any payments referred to in clause 7.6 and full details justifying the amount of any such payments.,3
list_item,"7.9 Barclays may require You to provide compensation or a refund, in whole or in part, in relation to any payments that do not meet the requirements of clause 7.6.",3
list_item,"7.10 Where relevant, disclosure of all fees must be made in accordance with MCOB 2.3.7, MCOB 5 and MCOB 6, any other Applicable Regulations and general law.",3
list_item,"7.11 Without prejudice to this clause 7, all payments under this agreement (whether to Your Introducer or Club) will be made by bank transfer to a bank account nominated by Your Introducer or Club which is based in the UK.",3
list_item,"7.12 Without prejudice to clause 14, in the event that Barclays has reasonable grounds to suspect a breach of clause 16, Barclays shall, where permitted by law, notify You in writing of the suspected breach and shall be entitled to suspend any payments owed to You or the Club for up to 90 days whilst it investigates the suspected breach. At the conclusion of that period, Barclays shall either make any payments delayed as a consequence of the suspension or may terminate the agreement if Barclays has reasonable grounds to believe a breach of clause 16.",3
header,8. Procedure for Payment of Procurement Fees,2
list_item,8.1 Barclays shall:,3
list_item,(a) endeavour to pay Your Introducer or Club the Fees referred to in clause 7.1 within two weeks following the week of the relevant Completion; and,3
list_item,"(b) be entitled, at its discretion to withhold payment of any Fees due to Your Introducer or Club or You under this Agreement, either in its entirety or in part, if Barclays reasonably suspects fraudulent or negligent activity or omission(s) or any form of misconduct by You or Your Introducer or Club.",3
list_item,8.2 You agree and acknowledge that:,3
list_item,(a) the Introducer or Club is responsible for the onward payment of Fees to You in respect of the Application; and,3
list_item,(b) the manner in which the Introducer or Club pays Fees due under this Agreement to You is a matter between You and the Introducer or Club and Barclays accepts no responsibility for any failure of the Introducer or Club to pay such Fees to You.,3
list_item,"8.3 You may not dispute any Fee, whether paid or otherwise, in relation to an Application after the date which is twelve (12) months after the date on which the relevant Fee was due by Barclays.",3
list_item,"8.4 You will promptly and not later than two weeks after notiﬁcation by Barclays, return to Barclays, or (where applicable) the Introducer or Club any overpayment by Barclays.",3
header,9. Monitoring and Access,2
list_item,9.1 You shall in relation to the discharge by Regulators of their functions under Applicable Regulations and/or to facilitate Barclays to meet its obligations:,3
list_item,(a) ensure that You and Your Staff are readily available for meetings with Barclays and/or Regulators as reasonably requested;,3
list_item,"(b) give Barclays and/or Regulators reasonable access to any records, ﬁles, tapes or computer systems which are within Your possession or control, and provide any facilities which Barclays and/or any Regulator may reasonably request;",3
list_item,"10.3 Barclays will grant and will procure that Barclays Afﬁliates grant, to You a royalty-free, non-exclusive, non-transferable, non-sub-licensable, revocable licence to use the information and tools on the Barclays intermediary website to the extent necessary to perform the Services during the term of this Agreement.",5
list_item,"(c) produce to Barclays and/or Regulators, and permit Barclays and/or Regulators to copy speciﬁed documents, ﬁles, tapes, computer data or other material in Your possession or control as reasonably requested;",3
list_item,(d) print information in Your possession or control which is held on computer or on microﬁlm or otherwise convert it into a readily legible document or any other record which Barclays and/or Regulators may reasonably request; and,3
list_item,"(e) answer truthfully, fully and promptly all questions which are reasonably put to You by Barclays and/or Regulators.",3
list_item,"9.2 You shall permit Barclays, representatives of Regulators and persons appointed by Regulators and/or Barclays to have full access, on reasonable notice (except in the case of suspected fraud or where required by a Regulator, in which case no notice shall be required), during reasonable business hours to any of Your business premises (and all ﬁles, records, information, documents and Staff at those premises):",4
list_item,(a) (in the case of Barclays) to review Your compliance with Your obligations under this Agreement;,4
list_item,(b) (in the case of Barclays) to facilitate Barclays to meet its obligations to Regulators;,4
list_item,(c) (in the case of Regulators or persons appointed by Regulators) in relation to the discharge of Regulators’ functions under Applicable Regulations.,4
list_item,9.3 You will take all reasonable steps necessary to ensure that where:,4
list_item,(a) You; or,4
list_item,"(b) any ﬁles, business records or other relevant information or documents belonging to You or otherwise within Your control",4
para,"are present at a location other than Your business premises, Barclays and Regulators are given the same rights of access to that location as they have in relation to Your business premises.",4
list_item,9.4 You shall keep such records in such form as Barclays may specify from time to time.,4
list_item,"9.5 You will ensure that Barclays auditors, upon reasonable notice:",4
list_item,(a) have a right of access at all times to Your records (save for protected items as deﬁned in section 413 FSMA); and,4
list_item,(b) are entitled to require from You or other ofﬁcers such information and explanations as the auditors reasonably consider necessary for the performance of their duties as auditors.,4
list_item,9.6 For the purposes of this clause:,4
list_item,(a) any reference in this clause to Regulators shall include Regulators and any representatives or appointees of Regulators;,4
list_item,"(b) any reference in this clause to ﬁles, tapes, computer data, computer systems, information, documents and/or other material shall as appropriate include any ﬁnancial information, business records and other relevant information or documents;",4
list_item,(c) obligations of Barclays and/or You include any obligations under this Agreement and Applicable Regulations and any obligations towards Regulators and third parties; and,4
list_item,"(d) You will ensure that all and any rights given to Barclays under this clause shall be given to such other persons as Barclays may reasonably direct (whether in order to comply with any obligations under Applicable Regulations or towards Regulators or third parties, or otherwise).",4
list_item,"9.7 You agree to provide Barclays, within ﬁve (5) days of request from Barclays, with reports showing in reasonable detail the source of Applications submitted under this Agreement and any other agreement You have with Barclays, including, geographical region, loan size, loan to value ratio and other information as may be agreed between the Parties together with a report showing the progress and status of the Applications.",4
header,10. Intellectual Property Rights and Indemnity,2
list_item,10.1 All Intellectual Property Rights belonging to a Party prior to the execution of this Agreement shall remain vested in that Party. None of the Intellectual Property Rights in a Party’s trademarks and brands shall be used by the other Party for any purpose without that Party’s prior written consent (such consent not to be unreasonably withheld or refused). Barclays shall own and will retain all Intellectual Property Rights in any information submitted to it pursuant to an Application.,3
list_item,"10.2 None of the Intellectual Property Rights in Barclays and Barclays Afﬁliates trademarks and brands shall be used by You without Barclays prior written consent, such consent not to be unreasonably withheld or delayed.",3
list_item,10.4,3
list_item,"(a) You shall at all times whether during or after termination of this Agreement indemnify and keep indemniﬁed Barclays against all Losses and additional licence fees and expenses (including all reasonable legal fees) incurred by or awarded against Barclays or which are agreed by Barclays to be paid by way of settlement or compromise arising out of or in relation to any infringement or alleged infringement of any Intellectual Property Rights of any third party which is suffered by Barclays as a result of the provision to Barclays of the Services (“IPR Claim”), provided that Barclays shall:",3
list_item,(i) allow You to conduct all negotiations and proceedings and give You all reasonable assistance in relation to the IPR Claim; and,4
list_item,(ii) make no admission relating to the IPR Claim.,4
list_item,(b) Barclays shall notify You in writing as soon as is reasonably practicable of any IPR Claim of which Barclays has notice.,3
list_item,(c) You shall conduct the litigation diligently using competent counsel and in such a way as not to bring the reputation or name of Barclays or any Barclays Afﬁliate into disrepute.,3
list_item,"(d) You shall not be entitled to settle or compromise any IPR Claim made against Barclays without Barclays written consent, such consent not to be unreasonably withheld.",3
list_item,(e) Nothing in this clause 10 will be taken as in any way reducing or affecting a general duty to mitigate loss suffered by a Party.,3
header,11. Conﬁdentiality and Data Protection,2
list_item,"11.1 Subject to clauses 6.1, 6.4, 6.6, 6.7, 9, 11.2, 11.3 and 19 and without prejudice to clause 16 (Anti-Bribery), the Receiving Party will treat and keep all Conﬁdential Information of the Disclosing Party as secret and conﬁdential in perpetuity and will not, without the Disclosing Party’s written consent, directly or indirectly communicate or disclose (whether in writing or orally or in any other manner) Conﬁdential Information to any other person other than in accordance with the terms of this Agreement:",3
list_item,(a) save where such matters are:,3
list_item,(i) in the public domain; or,4
list_item,"(ii) required by law, regulation or any competent Regulator to be disclosed;",4
list_item,(b) save that such information may be disclosed:,3
list_item,(i) by the Parties to professional advisers and Afﬁliates that have a demonstrable need to know such information provided that they agree to keep such information conﬁdential on terms similar to this Agreement; and,5
list_item,"(ii) by the Parties to their Staff, and where You are an introducer to any Introducing Broker, who strictly need to know such information provided that they agree to keep such information conﬁdential on terms similar to this Agreement.",5
list_item,11.2 You acknowledge that Barclays may wish to securitise or otherwise transfer or assign Mortgage Advances and therefore must be able to release such information as is necessary in order to meet this objective and in addition Barclays shall be entitled to disclose any and all information relating to this Agreement to its bankers and potential advisers from time to time and to its Afﬁliates.,3
list_item,"11.3 Without prejudice to any other disclosure obligations under this Agreement, either Party may request and require the other Party to disclose any information in its possession or control as necessary for the requesting Party to comply with its obligations under Applicable Regulations.",3
list_item,"11.4 You agree to comply with Your obligations under all the Data Protection Legislation including the Data Protection Act 2018, including but not limited to maintaining a valid and up to date registration.",3
list_item,"11.5 To the extent that either Party Processes Personal Data in connection with the performance of its obligations under this Agreement, each Party shall comply with the relevant requirements of the Data Protection Legislation.",3
list_item,"11.6 Each Party has, and shall have, at all times during the term of this Agreement, the appropriate technical and organisational measures in place to protect any Personal Data that it processes against any unauthorised or unlawful processing and against accidental loss, destruction or damage. Such measures shall be appropriate to the harm that might result from unauthorised or unlawful processing or accidental loss, destruction or damage to Personal Data and to the nature of Personal Data to be protected and shall include:",3
list_item,(a) taking reasonable steps to ensure the reliability of any of its Staff which shall have access to the Personal Data processed under this Agreement; and,3
list_item,"(b) only acting in accordance with the terms of this Agreement, when processing Personal Data.",3
list_item,"11.7 You shall notify Barclays promptly upon becoming aware of any actual, suspected or alleged loss, leak or unauthorised processing of any Personal Data by you or your Data Processors and shall (at your own cost) provide full co-operation and assistance to Barclays in respect of such event and take whatever action is necessary to minimise the impact of such event and prevent such event recurring.",3
