tag,content,level
list_item,"• a breakdown of each repayment showing how much comprises capital, interest and, if applicable, other charges.",2
para,We will not charge for the statement.,2
para,"How can you make a complaint? If we do not give the standard of service you expect, or if you think we have made a mistake, please let us know so we can investigate, put matters right and take steps to prevent it happening again.",2
para,"If you are not happy with the way that we deal with your complaint, you may be able to refer your complaint to the Financial Ombudsman Service by writing to Financial Ombudsman Service, Exchange Tower, London E14 9SR, calling 0800 023 4 567 or 0300 123 9 123 or sending an email to complaint.info@financial-ombudsman.org.uk.",2
header,How we are authorised,2
para,"first direct is a division of HSBC UK Bank plc which is established and has its registered office at 1 Centenary Square, Birmingham B1 1HQ. We are a financial services organisation and banking institution authorised by the Prudential Regulation Authority and regulated by the Financial Conduct Authority and the Prudential Regulation Authority. Our reference number is 765112.",2
para,"You can check this on the Financial Services Register by visiting the Financial Conduct Authority website www.fca.org.uk or by contacting the Financial Conduct Authority on 0800 111 6768. The Financial Conduct Authority is the supervisory authority under the Consumer Credit Act 1974. Its address is 12 Endeavour Square, London E20 1JN.",2
list_item,"• require you to pay our reasonable costs and expenses for taking action to obtain payment, including legal costs; but we will give you advance notice and (unless the problem cannot be fixed) the opportunity to fix the problem before taking any of these steps.",3
list_item,"10. If we choose not to enforce our rights under this agreement at any time, we may enforce them at a later date instead.",0
para,Can we use any other funds to repay the loan?,1
list_item,"11. If we hold any money for you on another account (for example if you have money in a current or savings account), we can use it to reduce or repay any sums you fail to pay under this agreement but only after we have checked that you have enough left in your accounts to cover essential living costs. We will give you advance notice and the opportunity to fix the problem first.",0
list_item,"12. If you have provided security for any other borrowing from us, it will not apply to the loan.",0
para,Can we transfer our rights under this agreement?,1
list_item,"13. We may transfer our rights and our obligations under this agreement to a third party, including information about you and how you have managed the loan which the third party needs to know.",0
para,What law governs this agreement?,1
list_item,"14. This agreement, and everything that happens in relation to this agreement before it is made, are governed by the laws, and subject to the non-exclusive jurisdiction of the courts, of England and Wales. We will communicate with you at all times in English.",0
para,"Right to withdraw You can withdraw from this agreement (without giving any reason) by sending written notice or calling us within 14 days, starting the day after we confirm that we have signed the agreement. To tell us that you want to withdraw, please use the details under Important Information below.",1
para,"You must repay the loan, without delay, within 30 days, starting the day after you tell us that you want to withdraw, together with interest for each day until you repay. We won’t charge any interest if you repay the loan in full within 14 days starting the day we provide the loan. You can repay by calling us or by visiting one of our branches.",1
para,"If the loan is to repay any other borrowing from us, withdrawing from this agreement will not reinstate your existing agreements. These will end when we sign this agreement and apply this loan to repay everything you owe under those agreements.",1
