tag,content,level
list_item,• never write down or record your PINs and other security details in a way that can be understood by someone else,3
list_item,• don’t choose security details that may be easy to guess,3
list_item,• take care to ensure that no one hears or sees your security details when you use them,3
list_item,• keep your security details unique to your accounts with us,3
list_item,"• don’t allow anyone else to have or use your card, security devices or PINs (including us or the Police), except when using your card in connection with making payments, and your security details when registering for or resetting your telephone banking security details (but even then don’t disclose in full).",3
para,"Although you should also not generally give your security details to anyone else, you may give them to a Third Party Provide (TPP) if it’s necessary to allow them to provide their services to you.",4
list_item,• keep card receipts and other account information containing personal details (such as statements) safe and dispose of them safely,5
list_item,"• change your security details immediately and tell us as soon as possible if you know, or even suspect, that someone else knows any of those details, or if we ask you to",5
list_item,"• keep your card, security devices, PINs and other security details safe.",5
header,Cards and Card PINs,2
list_item,"• safely destroy any Card PIN advice we send you immediately after receipt, eg by shredding it",3
list_item,"• sign each card as soon as you receive it, if it bears a signature strip",3
list_item,"• don’t disclose the card number, Card PIN or card security codes except when using the cards to make payments",3
list_item,• don’t disclose your Card PIN for mail order payments or when paying for goods and services over the telephone or online;,3
list_item,• use fraud prevention systems (such as Mastercard Identity Check or Visa Secure) when using debit cards to make payments through the internet,4
list_item,• don’t tamper with the card,3
list_item,• comply with all reasonable instructions we issue regarding keeping your card and Card PIN safe.,3
header,Contacting us about security concerns,2
para,"If your card is lost, stolen or damaged, please call us as soon as possible on 0800 085 2404. You can also let us know via our Mobile App:",3
list_item,• by selecting the account your card’s linked to on the main screen,4
list_item,• then the more/menu icon (in the bottom right on iOS or the top left on Android),4
list_item,• then select ‘Cards’,4
list_item,• swipe to the relevant card,4
list_item,"• select ‘Report lost, stolen or damaged’ under the card",4
list_item,• then the relevant option,4
list_item,• follow the on-screen instructions to order a replacement.,4
para,"If you’re not sure if one of your cards is lost, you can also place a temporary freeze on it by following these instructions. This will block any transactions until you unfreeze it, or report it lost, stolen or damaged.",3
para,"If you have any problems or questions, please send us a message via Online Banking or if you need to speak to someone, give us a call on 03 456 100 100 and we’ll be happy to help.",3
para,"If your PIN, security device or security details are lost, stolen, or you believe someone’s used (or tried to use) them, please tell us as soon as possible by calling the number above (unless a Third Party Provider has done this as part of services you’ve signed up for).",3
header,Additional information,1
header,Services for disabled customers,2
para,Customers with disabilities may find the following services particularly convenient:,3
list_item,• textphone to textphone service - please call 03 456 100 147 to access this service,3
list_item,"• statements and correspondence in Braille, audio and large print",4
list_item,"• cheque, pay-in slip and plastic card templates",4
list_item,• hearing loops in HSBC branches to assist hearing aid users,4
list_item,• calls via the Text Relay service,4
list_item,"• chip and signature cards – if you have trouble using a chip and PIN card, a chip and signature card can be issued in its place.",4
header,Important information,1
header,Protecting yourself against Fraud and financial crime,2
para,"first direct takes fraud and other financial crime very seriously. For useful tips to help you protect yourself, refer to the following link: firstdirect.com/1/2/security-centre/phishing-fraud-cons",3
header,Dormant accounts,2
para,"If you ask us, we’ll tell you how you can access an account that we have suspended because you haven’t used it for a while. If you have money in a dormant account, it will remain your property (or if you die it will form part of your estate).",3
header,Financial difficulties,2
para,"If you do find yourself in a position of financial difficulty or you are worried about your finances, please contact us. The sooner you talk to us, the sooner we might be able to help you.",3
header,The Financial Services Compensation Scheme,2
para,"Your first direct Bank or Savings Account is protected up to the FSCS compensation limit by the Financial Services Compensation Scheme, the UK’s deposit protection scheme (most deposits are covered by the scheme). For more information, please visit the FSCS website at fscs.org.uk and our Account Terms and Conditions.",3
para,"first direct is a division of HSBC UK Bank plc. HSBC UK Bank plc is authorised by the Prudential Regulation Authority and regulated by the Financial Conduct Authority and the Prudential Regulation Authority under reference 765112, Registered in England number 09928412. Registered Office: 1 Centenary Square, Birmingham B1 1HQ.",3
para,© HSBC Group 2021. All Rights Reserved.,3
header,CK-FD-GMTF 12/20 11452-0 (v28) WEB,3
header,Member HSBC Group,3
